question_a,question_b,voter_abs_r,candidate_abs_r,difference_abs_r
32215,32247,0.23776362038672932,0.6387171762010996,0.44770542658588863
32215,32248,0.006330037309555487,0.0773346599620748,0.03320895568381635
32215,32249,0.30296526241464733,0.6906331439756449,0.5428573691725743
32215,32250,0.2692049593166119,0.501408482430089,0.346183679660867
32215,32251,0.1767100017598233,0.41383809800689214,0.3529466657727488
32215,32252,0.1765834996472443,0.44561060343532677,0.34777783586561506
32215,32253,0.17331066724745461,0.5819000957104505,0.4350733864669115
32215,32254,0.2562055079571627,0.5994004908457713,0.4561506876185859
32215,32255,0.2986388429034659,0.6801371360884837,0.541128277719023
32215,32256,0.25558334884071426,0.6609113040132346,0.5046745845923308
32215,32257,0.3063697944683377,0.6943516950808613,0.4956825798590079
32215,32258,0.046593831838863856,0.03397453421340514,0.0814538394202137
32215,32259,0.13579186262660317,0.5200312140717137,0.3599990919512645
32215,32260,0.22486759017333516,0.6683115127706579,0.48005061808091226
32215,32261,0.14814201021758,0.6098258718753402,0.4286544484017654
32215,32262,0.30771784848021544,0.5852686656324472,0.4918322114923082
32215,32263,0.033808645354002013,0.31866198614319563,0.1550409490474317
32215,32264,0.2675064912265758,0.5267161679953787,0.37570861070026024
32215,32265,0.03508087766404779,0.08580420449799961,0.007473953268729505
32215,32266,0.041897435020432326,0.20511314703678324,0.09819935458992742
32215,32267,0.14677817086442885,0.22737752502923658,0.29685506874820666
32215,32268,0.17020715889370913,0.521896208672455,0.354112213919448
32215,32269,0.22074664180104503,0.5080340380849216,0.39352849348782587
32215,32270,0.19805088808362892,0.5084969759717096,0.38387010175994607
32215,32271,0.4034244362154957,0.7253556094726382,0.5803312666818174
32215,32272,0.19485849377020417,0.5082190920446668,0.3737918124306361
32215,32273,0.11506631026354813,0.4934917157766574,0.3234008144933715
32215,32274,0.12014130596410903,0.12879754348863215,0.15888466684971306
32215,32275,0.3991084839219784,0.6738770001429271,0.5692229527210537
32215,32276,0.46176370150758783,0.7488258094735794,0.6412504468942899
32215,32277,0.10869005750925503,0.32828151035470293,0.25019457508799225
32215,32278,0.11614902728440984,0.20423078925338203,0.12955466970866567
32215,32279,0.2976357667833357,0.5740404220776616,0.4493431025741007
32215,32280,0.32998930964224177,0.7131054977787812,0.5525402042670229
32215,32281,0.5883191104768403,0.7523786263746719,0.670800701698084
32215,32282,0.2485510386044899,0.4829802708330913,0.37736846738135776
32215,32283,0.1534717894392307,0.21390580453081492,0.1527456879093992
32215,32284,0.286971203094804,0.6386545453633515,0.5077651385258343
32215,32285,0.2708794139248376,0.48449424540928643,0.3850635939241014
32215,32286,0.17735037332779974,0.31489331644684726,0.2239722769291735
32215,32287,0.3293409836773805,0.5222540804416745,0.41637776093960466
32215,32288,0.40330784078187454,0.6669765335886482,0.5706202012771954
32216,32217,0.07315461281889236,0.14333183967190635,0.14608065410202198
32216,32218,0.11951866034720526,0.15318925060736893,0.15341447632858599
32216,32219,0.030055708089814247,0.17332720374277405,0.13184928474462093
32216,32220,0.0099321384775252,0.05536794945023217,0.11653958959716691
32216,32221,0.026819098830827243,0.1550548741622163,0.12065467236117766
32216,32222,0.03591476261495103,0.22102727489432308,0.17761815241478657
32216,32223,0.002887919899432066,0.13040502022428052,0.07356821150586207
32216,32224,0.006934524642907417,0.03968661539395403,0.0339778515287621
32216,32225,0.005035821813771636,0.08458373352519293,0.053862658673825746
32216,32226,0.01877440673285002,0.011300852996685923,0.07408943123798485
32216,32227,0.04452192395281418,0.16940584374305137,0.1477099293365188
32216,32228,0.01693937638225408,0.057574779457716274,0.025087884787779163
32216,32229,0.0034289362311971413,0.017095569574355096,0.0024682637891055344
32216,32230,0.01201921613510719,0.12488683137572716,0.062019756666346244
32216,32231,0.0037189841821941585,0.01906833593566777,0.010626821912445098
32216,32232,0.0004674897823174964,0.047084092414831316,0.02631998764515156
32216,32233,0.0006338554369710651,0.07363877731935312,0.025801818272920156
32216,32234,0.021489997772135908,0.000941488320253015,0.03493802125533602
32216,32235,0.02072406934289795,0.026496776618273196,0.03765828069804017
32216,32236,0.047833796642247496,0.12581298438076383,0.04894958988999144
32216,32237,0.2010193019537707,0.09276873684924276,0.04009906151198549
32216,32238,0.019258055274283297,0.10019382002624506,0.048795761411640264
32216,32239,0.027250647897922156,0.12236690807232951,0.11890807079108996
32216,32240,0.053239878393273626,0.181921552763024,0.17355756641096728
32216,32241,0.028969399054937374,0.23593325141922697,0.17503498351380764
32216,32242,0.02845349827410637,0.16934488392782962,0.06190378353525652
32216,32243,0.013943130439837931,0.1008300453654129,0.0902332971172698
32216,32244,0.0615525119964251,0.14641696011940306,0.11305145150149748
32216,32245,0.05556413549808945,0.003041564326106582,0.03623277848286087
32216,32246,0.00047492390713846816,0.03842367354645925,0.0317274094163768
32216,32247,0.003764897141070068,0.16078111605554843,0.1129072418180289
32216,32248,0.00986349975020537,0.048174079571177676,0.00327749847164635
32216,32249,0.008725898154608006,0.11632875946830235,0.06971627368645773
32216,32250,0.033798590986738986,0.07783012009451691,0.09065598720853815
32216,32251,0.027319715532975856,0.04469489055634724,0.007783825497693282
32216,32252,0.012199924962026312,0.05130599284530029,0.025992161331009768
32216,32253,0.01998735107614212,0.07525894828712199,0.0765901300995157
32216,32254,0.04100189458803219,0.06035780453178772,0.07218370498648512
32216,32255,0.030888311786634887,0.06523236757158933,0.06805668647822306
32216,32256,0.02999396285596002,0.13914081815728574,0.08845738760208746
32216,32257,0.037325537471699824,0.19426096717063024,0.13750653804148408
32216,32258,0.02717665390574324,0.17571095868820377,0.11223053505950094
32216,32259,0.039085632732084104,0.06068107995018526,0.026029751789844967
32216,32260,0.026211812129249838,0.1888703196969645,0.13692370131247183
32216,32261,0.026869648818021015,0.11583915307313426,0.03921285293075692
32216,32262,0.009829557908713805,0.019084963184310993,0.005180887857913126
32216,32263,0.008950069398830411,0.21158371193674427,0.0945817375270487
32216,32264,0.010813051616013406,0.0051754195043980915,0.04924732927996823
32216,32265,0.01983107213986612,0.02802010236667551,0.017068502504920362
32216,32266,0.0002146305912824337,0.023423225969341915,0.0035894254816935477
32216,32267,0.008390213248413601,0.029460846528595642,0.03652102104677838
32216,32268,0.014611763639637447,0.12672901431633304,0.07516855982099081
32216,32269,0.024298680341749757,0.039410315188337396,0.01882820212066361
32216,32270,0.0030720942017919885,0.22019192753678368,0.10977804039336012
32216,32271,0.049174103784294904,0.15001389520951844,0.14749004179244413
32216,32272,0.020724719219173977,0.11261424897954357,0.05285391010429545
32216,32273,0.01573838291602762,0.10012742895103566,0.07017603285546167
32216,32274,0.010769070013217133,0.02517162213375896,0.035246176392714906
32216,32275,0.010879941406501899,0.2004351138013719,0.1303794326132821
32216,32276,0.008932691042633285,0.10152295940203925,0.06223137487645101
32216,32277,0.04097133992807669,0.04602108629979103,0.029619695725193067
32216,32278,0.02846604426631915,0.1014895903390314,0.10489235828247208
32216,32279,0.003314321391005881,0.07732989516859669,0.04634842918396258
32216,32280,0.026487881277640728,0.1573928840995081,0.12410555149683387
32216,32281,0.05946919201109807,0.15370001261447114,0.12823302064782616
32216,32282,0.06488523503111261,0.10004447248443736,0.09507222224295335
32216,32283,0.015586094651316424,0.0891140636080297,0.06137435712535845
32216,32284,0.022620941880415923,0.1456524478398114,0.10484413857776229
32216,32285,0.04358565787061032,0.019584878408895338,0.020648394120792016
32216,32286,0.024788517716657108,0.05680102878150091,0.05711273174025488
32216,32287,0.007003494383593491,0.026666107886519498,0.08423699692713227
32216,32288,0.017425986542590047,0.14231807182836217,0.15374920493015024
32217,32218,0.17440849214379664,0.21986323953391354,0.15328635121246265
32217,32219,0.2938915141686901,0.5502754941367871,0.4183869437059976
32217,32220,0.00858648174641188,0.24244227586984343,0.12403158750681831
32217,32221,0.060223486256396425,0.24422645670659016,0.1909087086707678
32217,32222,0.3264213113084747,0.4657342460753541,0.39266019981758316
32217,32223,0.01286408505506597,0.07700796617202019,0.030187712189765858
32217,32224,0.008754534394960916,0.13191215838882886,0.04062640790364998
32217,32225,0.13036858769228543,0.3707823209371179,0.2958824832713664
32217,32226,0.13031715848009268,0.3058392914061275,0.28907714067115253
32217,32227,0.190128691967341,0.30500017451437944,0.2123797130481192
32217,32228,0.10249298945541192,0.3020580920870854,0.2040778730364935
32217,32229,0.015299042437427541,0.10088424251088099,0.06273378488436523
32217,32230,0.15167484426302674,0.16135181886557284,0.10816818295725963
32217,32231,0.12518485322823536,0.28783997250009485,0.21077885175500363
32217,32232,0.032719233936400374,0.13318044870875406,0.10300596811533212
32217,32233,0.0004102753150301664,0.038940300631259965,0.06935132916706181
32217,32234,0.13719623152493987,0.2751319396481748,0.17848854082600105
32217,32235,0.057477928387691224,0.08083597327250001,0.04409563326455671
32217,32236,0.011704249380744351,0.23813937875145752,0.11244958097058884
32217,32237,0.025690775408410853,0.228888339432319,0.10873908674563858
32217,32238,0.15927462195712005,0.4191052646211654,0.3158506766679484
32217,32239,0.177932213547923,0.3612859797471323,0.30502514385208956
32217,32240,0.31870184189041506,0.5752391512733949,0.4531241803794167
32217,32241,0.2602850445764673,0.3372798187690105,0.277239326208567
32217,32242,0.09773598756689889,0.41878775916105665,0.26747129201732506
32217,32243,0.19966372853410305,0.5918785062764674,0.3934820106999501
32217,32244,0.30764687411281966,0.35682127381425577,0.31030693541900517
32217,32245,0.08330311800064125,0.3029371222427689,0.1950044841964333
32217,32246,0.056841353902877714,0.27565214472267485,0.164815441425365
32217,32247,0.07372192205012928,0.3961767713953259,0.23714063147301467
32217,32248,0.11985343164758609,0.283689070788619,0.2188829830145999
32217,32249,0.2114015305539856,0.21698254086944244,0.24005253394029788
32217,32250,0.19477940115614903,0.25263202138322605,0.19033456252256745
32217,32251,0.06256333253242394,0.15716644217761686,0.09806732633870222
32217,32252,0.14108206674223048,0.2844489502829057,0.25056507139754364
32217,32253,0.06536316101866055,0.2596802487416912,0.19390454330130935
32217,32254,0.17069877745002754,0.3307660789391481,0.2626641824092234
32217,32255,0.20675166223569305,0.2974095801374197,0.23858901822124234
32217,32256,0.1900726060046473,0.29096534120328127,0.23991064039771226
32217,32257,0.20763885774776897,0.2570323552610285,0.22031325767443852
32217,32258,0.12445816390853758,0.3103520674045836,0.21559873826386572
32217,32259,0.01570418499678176,0.058744935377801774,0.02005572971761819
32217,32260,0.14127749015693866,0.25967006079693417,0.1825238143340023
32217,32261,0.011333465165523795,0.08230147929914805,0.03825287470579399
32217,32262,0.09760954547954026,0.20960389380379235,0.171846267106453
32217,32263,0.08494147357232244,0.13318876018854875,0.043144716237075026
32217,32264,0.15019570064669996,0.3046471364850044,0.1907126271806152
32217,32265,0.13678325295302202,0.3773040399268746,0.24080869832022825
32217,32266,0.14363155979050984,0.2754530866316277,0.19620543639979662
32217,32267,0.1052585741510948,0.29454859087137464,0.1919945760551801
32217,32268,0.026739078111613756,0.018060675763481988,0.020057225061296965
32217,32269,0.005251167873795722,0.054407121596196206,0.037187762198441665
32217,32270,0.2103521743935724,0.4559234433487882,0.3318334268568568
32217,32271,0.28960619812030974,0.2937735108642948,0.25283901288562416
32217,32272,0.00010343468034210161,0.0027948330712548406,0.007031372083710185
32217,32273,0.05138815936108923,0.02639439393564002,0.018349718617329452
32217,32274,0.05464044968648139,0.32610269675510645,0.1998672815740045
32217,32275,0.2886079324144533,0.5479087878680238,0.40873225593926055
32217,32276,0.17995129299439766,0.40545747158946427,0.2643693599979673
32217,32277,0.03578050739476704,0.09129204905221573,0.0594280854694651
32217,32278,0.1839725111450345,0.32515036145549464,0.23829352600182296
32217,32279,0.07173224258796666,0.2798056513824397,0.1849623710262374
32217,32280,0.15444412584510428,0.33136537922371556,0.20056643296484886
32217,32281,0.3218766717159675,0.4670508425590286,0.38045796232955825
32217,32282,0.14234994655955763,0.3529813731279989,0.2638835974878493
32217,32283,0.21392297841130734,0.3295884155817928,0.22284624330437194
32217,32284,0.14384489641071926,0.3961122536416153,0.3059534051141476
32217,32285,0.07465573924416764,0.27647729180944525,0.15971612232236088
32217,32286,0.03660606051989115,0.19510585762384258,0.12269304648272215
32217,32287,0.19621314889790337,0.40839578026705603,0.2903194321318754
32217,32288,0.19129882399854412,0.36553371871111473,0.3109450893383123
32218,32219,0.44119465695408916,0.6406721521358987,0.6030167425595443
32218,32220,0.11227819602970082,0.301422826137967,0.2286894146093181
32218,32221,0.24959293104102845,0.4450481824792337,0.373249443368111
32218,32222,0.2520233366417569,0.4736460354369356,0.37729456307182546
32218,32223,0.14439706393699095,0.5888069364359115,0.44685757940589643
32218,32224,0.13038258839875874,0.46358321430751953,0.3558102067342493
32218,32225,0.2723286582396815,0.5121518783069106,0.403897417642004
32218,32226,0.19611720404240823,0.47151137805317267,0.3604719729591753
32218,32227,0.4011417997355807,0.5944518754017074,0.5256112013592964
32218,32228,0.4032043487484344,0.610216309983866,0.5237101490180155
32218,32229,0.25887827348081555,0.3715347103084627,0.349303285034494
32218,32230,0.3687335768369679,0.690910085833627,0.5481181649743272
32218,32231,0.39528941824662067,0.6388373241838297,0.4952915254772671
32218,32232,0.20620638801083208,0.31979466398374184,0.2842632263235185
32218,32233,0.07469748166494986,0.14165308694989548,0.17852469667498266
32218,32234,0.41514820975047606,0.6247860194522636,0.5691697370333451
32218,32235,0.29974729359190183,0.3923591064851423,0.3433897820108034
32218,32236,0.15700508133930724,0.6711195705662555,0.47306078882319547
32218,32237,0.11570533247291885,0.08891302483212547,0.09645145917372663
32218,32238,0.3082245753977151,0.6491122928072858,0.5055743701129837
32218,32239,0.24501557573845706,0.6154579255473444,0.44469451996551135
32218,32240,0.3831184867727205,0.5447580784713629,0.4837614188734753
32218,32241,0.23203095382552513,0.6168458732443779,0.43807756248535806
32218,32242,0.12688171055637668,0.42373852943654927,0.32843936258310774
32218,32243,0.14239613643921695,0.4096334312745242,0.2679144026272402
32218,32244,0.4117686114480333,0.6980480772060234,0.5134141396843556
32218,32245,0.28623724653531135,0.6809116486553111,0.5041574062826761
32218,32246,0.3439186594610955,0.691368491761011,0.5836773969163
32218,32247,0.30230302837176354,0.6276272319681635,0.5110239167323455
32218,32248,0.036128119736707945,0.13102095831051383,0.11513087957159213
32218,32249,0.28201770589204067,0.7304158926457632,0.48654794532747336
32218,32250,0.1940611201675332,0.43388528884395633,0.24202317870357493
32218,32251,0.2158066125257162,0.4630293968277452,0.348796727848633
32218,32252,0.2256595013503616,0.48686193224301555,0.32688034118239423
32218,32253,0.25721593431219514,0.6625117020422137,0.5131042752967419
32218,32254,0.2932795141629006,0.626813757563598,0.4953435909446319
32218,32255,0.33367118261398315,0.7135922259171366,0.54980738004496
32218,32256,0.2607527653313434,0.6663698757398354,0.5119415770464056
32218,32257,0.3058292094078578,0.6631139107238203,0.4777819985982823
32218,32258,0.02320329099753228,0.05352380086386314,0.008260155339996954
32218,32259,0.19318723507386215,0.5747639372026146,0.4413376930237757
32218,32260,0.21099291109626717,0.6227655777910136,0.4407231715282368
32218,32261,0.20450008839162598,0.6794084727133979,0.44099598888765446
32218,32262,0.3607872048914023,0.6770987974603728,0.5600799719048504
32218,32263,0.0022168246565490053,0.29676502083709083,0.16980460043953974
32218,32264,0.33956220924230657,0.6109017687021507,0.4701622390638842
32218,32265,0.004751178558317427,0.21626955977323098,0.12352251092771473
32218,32266,0.012572440029762745,0.31752706707262096,0.2057274324387658
32218,32267,0.15683032836319133,0.2361193041412026,0.2689249066463381
32218,32268,0.27955139010209246,0.5999315649584768,0.44463286435681
32218,32269,0.29861712540723306,0.5917794077233326,0.48233122490882996
32218,32270,0.16669430789770767,0.4022158824439629,0.30900171677087646
32218,32271,0.3818026779655744,0.7424263729660399,0.5802247496945229
32218,32272,0.2883222408508423,0.5843841196675434,0.4663611917381913
32218,32273,0.18452805625745652,0.5893293197704289,0.4074119441683485
32218,32274,0.16511764516233426,0.12317389063823458,0.17655784806681638
32218,32275,0.3310375342610145,0.5914616625664448,0.47646390477922484
32218,32276,0.4093497312916717,0.6961730267728445,0.5750315336728411
32218,32277,0.2615782322696753,0.44878802777439136,0.39653917994866567
32218,32278,0.032008726129165166,0.055861233183737063,0.012428400898718512
32218,32279,0.37792173907599835,0.6080521962926286,0.4819118167056955
32218,32280,0.3860226488500021,0.7501417923278003,0.6317599607652469
32218,32281,0.48792728888982334,0.6954345666927686,0.5856695392238402
32218,32282,0.26607264922507023,0.481351021805765,0.40182503365864786
32218,32283,0.055283035693224396,0.060658103048436766,0.03854685521972717
32218,32284,0.29373625299009504,0.613935889444325,0.46295241867857523
32218,32285,0.3454880360599378,0.5259569403329787,0.4493793202003219
32218,32286,0.2395784007338059,0.3819893465175124,0.31172483780016114
32218,32287,0.3682188335798299,0.5570306189125819,0.45728041886120674
32218,32288,0.3758583368743084,0.6947552683748872,0.5626534997518311
32219,32220,0.10033685427786432,0.37590411377533384,0.23210572497168463
32219,32221,0.2826884360067914,0.5034479635032845,0.3915623771018348
32219,32222,0.2902726150890288,0.5927847889281129,0.5340273429050458
32219,32223,0.15808603664544926,0.47727438709691766,0.33107364494435276
32219,32224,0.17945574855971239,0.44617657915328984,0.2979485349625301
32219,32225,0.2739387877029724,0.47245200178908764,0.3806943767238609
32219,32226,0.1860512484346823,0.459694346020358,0.35436305650570277
32219,32227,0.4720513115662757,0.5787651883271819,0.5810315439475687
32219,32228,0.402748094239351,0.5450710771835372,0.49465495883054733
32219,32229,0.22106087053115525,0.29521547564742656,0.2906758485069952
32219,32230,0.3872495637811453,0.5455603291765198,0.4894126824561672
32219,32231,0.41325046574004803,0.5804539864157986,0.5230460412190643
32219,32232,0.21423333089100377,0.17562093831283748,0.255304223839475
32219,32233,0.08088865127291332,0.015429495832982802,0.040760270757273245
32219,32234,0.4089012311388859,0.5274229061174079,0.5008656950598758
32219,32235,0.2538571921080961,0.22778273354134393,0.21948743681115776
32219,32236,0.23003354824616187,0.6033869930785204,0.4934762252297868
32219,32237,0.05524056222137415,0.11133727847800069,0.07584895470852575
32219,32238,0.4360854173030534,0.7283267150442372,0.6411914917516308
32219,32239,0.32981105071423716,0.6578099919591746,0.5184752457024534
32219,32240,0.5068782485376081,0.7324125851399882,0.6990652657781444
32219,32241,0.39591078314541833,0.6534702298640522,0.5738979833800621
32219,32242,0.19320064832259043,0.5482090868889553,0.3887892479929081
32219,32243,0.19051533297862802,0.6036723510073106,0.3726986717894197
32219,32244,0.46877435516038773,0.6921364163303402,0.6344089701029498
32219,32245,0.3393302646979012,0.6467487125463063,0.49659411522546365
32219,32246,0.35775000339576035,0.6149138768800337,0.49586761311003574
32219,32247,0.3330611411227306,0.6954438046979408,0.5352250575173432
32219,32248,0.01135658558712141,0.03791548545021578,0.030879003114022738
32219,32249,0.35900942935698216,0.6066653787114419,0.5033704564269786
32219,32250,0.27786903227940096,0.4545142393819471,0.336811478839712
32219,32251,0.25985144119269404,0.418193629896217,0.3547941361068515
32219,32252,0.20607318841816685,0.40685254132524784,0.3030404483362912
32219,32253,0.2794477776203155,0.5607269964631767,0.4536256717867538
32219,32254,0.3247995273655362,0.5873558963673575,0.4803383220136665
32219,32255,0.3950386875314085,0.6500779004874612,0.5445695905441742
32219,32256,0.33370221108177595,0.6195183143589897,0.5142135466314738
32219,32257,0.4013077889609863,0.6381734636444933,0.49666131649836087
32219,32258,0.06530728615880968,0.13687065350647162,0.2087501063552081
32219,32259,0.20154592632340557,0.4207518081026461,0.31520936768963687
32219,32260,0.29943087398684737,0.6255142756171199,0.4627324120064236
32219,32261,0.2387645893241184,0.5266166278036165,0.3692849951212547
32219,32262,0.35769984312608544,0.5437153773219912,0.48184779158644003
32219,32263,0.011540379571569667,0.29255436385196776,0.13884019583820253
32219,32264,0.32736349004863724,0.5419138031155009,0.4278192086735306
32219,32265,0.006262978900773443,0.03931706302461715,0.015243186530952904
32219,32266,0.007038571912680412,0.08366573587159293,0.07075309292929563
32219,32267,0.16910281730329868,0.22609921541938907,0.2987814518400876
32219,32268,0.2581988446711161,0.42524678489810486,0.3457511570473841
32219,32269,0.30361257264324504,0.42496623313968374,0.39382630732207763
32219,32270,0.219345766019686,0.5818359804271056,0.4211013326146245
32219,32271,0.4879742927612069,0.6981899432561337,0.5918204578550924
32219,32272,0.2634536822206109,0.42915554467365924,0.3647224464214939
32219,32273,0.21002382905427336,0.3892869199310951,0.3011908052474121
32219,32274,0.16070036111442793,0.20542932756835616,0.2262477616429825
32219,32275,0.47556488939535163,0.7479897296472675,0.6368492205780875
32219,32276,0.5314756337395973,0.7179117895299972,0.6514817040835803
32219,32277,0.17331810943357398,0.2967247004151645,0.21623273297128578
32219,32278,0.10421019266780092,0.26095295427478193,0.18906444921641977
32219,32279,0.36914121965216956,0.5632914971896238,0.45990389424127837
32219,32280,0.441944430970714,0.6913562008577174,0.5935252037062865
32219,32281,0.604714896916647,0.7375532461065912,0.6741012872284684
32219,32282,0.25238158793295873,0.47935859771043127,0.33195453615547266
