question_id,question_text,base_jaccard,base_spearman,base_kendall,optimal_alpha,crw_jaccard,crw_spearman,crw_kendall,improvement_jaccard,improvement_spearman,improvement_kendall,alpha_95_lo,alpha_95_hi,alpha_95_width,clone_type
32230,Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,0.7566586563233169,0.9727224274062672,0.91635822533988,0.4,0.901459788048742,0.9972843844223038,0.9749770810832812,0.1448011317254252,0.024561957016036584,0.0586188557434012,0.3,0.5,0.2,easy_paraphrase
32232,Should cannabis use be legalized? [BePart question],0.7054893193805644,0.961936094317088,0.886232409125298,0.4,0.8502062587003641,0.9946847748631,0.9600541623438044,0.1447169393197998,0.03274868054601199,0.07382175321850637,0.3,0.5,0.2,negation_easy
32270,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.6949376569861939,0.9645970897986824,0.8840342678470688,0.3,0.8388436887676641,0.9942217906057538,0.9562747411094412,0.1439060317814702,0.029624700807071358,0.07224047326237237,0.2,0.4,0.2,easy_paraphrase
32245,Should busy sections of highways be widened?,0.7203656849156779,0.9623151946442512,0.889448947752745,0.4,0.8638646090042098,0.994347273230442,0.9597587185589086,0.14349892408853193,0.03203207858619084,0.07030977080616363,0.3,0.5,0.2,easy_paraphrase
32253,Should direct payments only be granted to farmers with proof of ecological performance?,0.7585158323799481,0.9766707435001328,0.9174043385423666,0.3,0.9001480428347358,0.9972507615779276,0.973352090296233,0.1416322104547877,0.02058001807779475,0.05594775175386646,0.2,0.5,0.3,negation_easy
32223,Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,0.7439038341645426,0.9706306284053275,0.9068317012538694,0.3,0.8851821221016876,0.9962537771621583,0.9684608735153082,0.14127828793714492,0.025623148756830805,0.061629172261438825,0.2,0.5,0.3,easy_paraphrase
32238,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],0.7227937052523384,0.9595404731515064,0.8854848039064495,0.3,0.8632354506658068,0.9943128217862386,0.9593067049021736,0.14044174541346832,0.03477234863473222,0.07382190099572417,0.3,0.5,0.2,easy_paraphrase
32222,"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",0.6928260418476765,0.9668737496584798,0.8888198841898008,0.3,0.8314065211594983,0.9940734464296306,0.955192668299757,0.13858047931182182,0.02719969677115075,0.06637278410995617,0.2,0.5,0.3,negation_easy
32245,Should busy sections of highways be widened?,0.7203656849156779,0.9623151946442512,0.889448947752745,0.4,0.8588454679900686,0.9937835546188865,0.957747044081338,0.13847978307439068,0.03146835997463526,0.06829809632859307,0.3,0.5,0.2,negation_easy
32228,"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",0.7232094370697639,0.9566452731489786,0.8796150876282133,0.4,0.8616887908116984,0.993385784900794,0.9558594127840188,0.13847935374193443,0.03674051175181536,0.07624432515580548,0.3,0.5,0.2,negation_easy
32215,Should the federal government allocate more funding for health insurance premium subsidies?,0.753317578900391,0.97472829842685,0.9126880364320848,0.4,0.8894974075680001,0.9968364387546638,0.97033203064829,0.13617982866760914,0.02210814032781372,0.05764399421620514,0.2,0.6,0.39999999999999997,negation_easy
32261,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.7012796926363958,0.9554795527860352,0.8862404480062653,0.3,0.8358989500125656,0.9924451061091252,0.9554402229164364,0.13461925737616987,0.03696555332308993,0.06919977491017104,0.3,0.5,0.2,negation_easy
32253,Should direct payments only be granted to farmers with proof of ecological performance?,0.7585158323799481,0.9766707435001328,0.9174043385423666,0.3,0.8906654349734631,0.9966456118775334,0.9703905306383208,0.13214960259351494,0.01997486837740059,0.05298619209595423,0.2,0.6,0.39999999999999997,easy_paraphrase
32240,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",0.72610479849212,0.951932120921946,0.8702198570649112,0.3,0.85773293705554,0.992943382193357,0.9532888773639362,0.13162813856342004,0.04101126127141097,0.08306902029902496,0.2,0.4,0.2,easy_paraphrase
32256,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.7734276625589445,0.9766791625449652,0.9180926012231878,0.4,0.9042802771972848,0.99704793056509,0.972539013143378,0.1308526146383403,0.020368768020124772,0.054446411920190174,0.2,0.6,0.39999999999999997,easy_paraphrase
32249,Should the construction of new nuclear power plants in Switzerland be allowed again?,0.7447301497509806,0.9670009175740136,0.9083542018229962,0.3,0.8753425516783275,0.9951763657963316,0.9664536768326828,0.1306124019273469,0.02817544822231799,0.058099475009686596,0.3,0.5,0.2,easy_paraphrase
32252,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.7089547031797143,0.9722984148760024,0.9023538127226762,0.4,0.8395345254679695,0.994286767309911,0.9578386690428364,0.13057982228825515,0.02198835243390851,0.0554848563201602,0.3,0.5,0.2,negation_hard
32260,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.8015918409295785,0.9793281489352164,0.9295311546433856,0.4,0.9309384471799406,0.9984445323096106,0.9818417584058244,0.1293466062503621,0.019116383374394252,0.05231060376243879,0.2,0.6,0.39999999999999997,easy_paraphrase
32256,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.7734276625589445,0.9766791625449652,0.9180926012231878,0.4,0.9012448462008348,0.9968406230528823,0.9715390317584058,0.12781718364189032,0.020161460507917117,0.053446430535218026,0.2,0.6,0.39999999999999997,negation_easy
32233,Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,0.8000930500681667,0.981295354713278,0.9284617609919364,0.4,0.9277599421087518,0.9989806418083929,0.983826587989836,0.12766689204058512,0.017685287095114854,0.055364826997899574,0.2,0.5,0.3,negation_easy
32214,"Do you support an increase in the retirement age (e.g., to 67)?",0.657318298781259,0.9518548363770024,0.8578522973519949,0.4,0.783335918320984,0.9881911783830192,0.9336875118997536,0.126017619539725,0.036336342006016764,0.07583521454775877,0.3,0.6,0.3,negation_easy
32252,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.7089547031797143,0.9722984148760024,0.9023538127226762,0.4,0.8343663225628878,0.993793072401489,0.9559769587591456,0.12541161938317347,0.021494657525486516,0.05362314603646934,0.3,0.5,0.2,perfect_mix
32233,Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,0.8000930500681667,0.981295354713278,0.9284617609919364,0.4,0.9254558992011644,0.998900719175456,0.9831882547650276,0.12536284913299778,0.017605364462177975,0.054726493773091134,0.2,0.5,0.3,easy_paraphrase
32215,Should the federal government allocate more funding for health insurance premium subsidies?,0.753317578900391,0.97472829842685,0.9126880364320848,0.4,0.8784678581286615,0.9960621623714366,0.9666806526547872,0.1251502792282705,0.021333863944586584,0.05399261622270235,0.2,0.6,0.39999999999999997,easy_paraphrase
32220,Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,0.7594947130162215,0.9820245069476978,0.9280236019940352,0.4,0.8845648490179375,0.9980129086324524,0.9765479227756424,0.12507013600171601,0.015988401684754572,0.04852432078160718,0.2,0.5,0.3,easy_paraphrase
32236,Do you support tax cuts at the federal level over the next four years?,0.7112477442313128,0.9668229216007576,0.8989579323713273,0.3,0.8355895556432773,0.9927366924512412,0.9550144497008676,0.12434181141196454,0.02591377085048363,0.05605651732954031,0.3,0.5,0.2,easy_paraphrase
32264,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.7317529462628974,0.962864529537894,0.8897545012966512,0.4,0.8557394679364063,0.9935347231287492,0.9563289363164296,0.12398652167350888,0.03067019359085521,0.06657443501977833,0.3,0.6,0.3,easy_paraphrase
32225,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",0.8004319733524793,0.9876862694569244,0.941988699698703,0.3,0.923973024919141,0.9989411193722576,0.9833377348705136,0.12354105156666173,0.01125484991533321,0.041349035171810544,0.2,0.6,0.39999999999999997,easy_paraphrase
32223,Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,0.7439038341645426,0.9706306284053275,0.9068317012538694,0.3,0.8668195952031561,0.9945989259447536,0.9618386696513735,0.12291576103861346,0.023968297539426087,0.055006968397504186,0.3,0.5,0.2,negation_easy
32226,Should the federal government raise the requirements for the gymnasiale matura?,0.7874480607603388,0.9865818027185542,0.939329899251845,0.3,0.910333104465462,0.998720105043562,0.9816355111525028,0.12288504370512321,0.012138302325007788,0.04230561190065785,0.2,0.6,0.39999999999999997,easy_paraphrase
32232,Should cannabis use be legalized? [BePart question],0.7054893193805644,0.961936094317088,0.886232409125298,0.4,0.8277801202364314,0.9923071336242324,0.9514939848943584,0.12229080085586708,0.030371039307144354,0.06526157576906044,0.3,0.5,0.2,hard_paraphrase
32249,Should the construction of new nuclear power plants in Switzerland be allowed again?,0.7447301497509806,0.9670009175740136,0.9083542018229962,0.3,0.8667241202992292,0.9943110661192294,0.9634646974205716,0.12199397054824856,0.02731014854521574,0.055110495597575415,0.3,0.5,0.2,negation_easy
32234,"Should a third official gender be introduced alongside ""female"" and ""male""?",0.7249628607939337,0.9518900968522994,0.8723196289129169,0.4,0.8459539437301956,0.9911737114147976,0.9485577643999712,0.12099108293626193,0.03928361456249818,0.07623813548705427,0.3,0.6,0.3,negation_easy
32240,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",0.72610479849212,0.951932120921946,0.8702198570649112,0.3,0.8469298462977853,0.9914836165442692,0.9484080770614448,0.12082504780566539,0.039551495622323185,0.07818821999653358,0.2,0.5,0.3,negation_easy
32264,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.7317529462628974,0.962864529537894,0.8897545012966512,0.4,0.8519012519112252,0.9930686980795624,0.9547035347849636,0.12014830564832779,0.030204168541668408,0.06494903348831238,0.3,0.6,0.3,negation_easy
32221,Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,0.7845968986419858,0.9805969650702546,0.9237556102143546,0.4,0.8988857360355695,0.9979211282898416,0.9756109308852656,0.11428883739358375,0.017324163219586963,0.05185532067091103,0.3,0.6,0.3,negation_easy
32225,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",0.8004319733524793,0.9876862694569244,0.941988699698703,0.3,0.9145751023899836,0.9986099196885976,0.9808616584122536,0.11414312903750434,0.010923650231673188,0.038872958713550565,0.2,0.6,0.39999999999999997,negation_easy
32238,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],0.7227937052523384,0.9595404731515064,0.8854848039064495,0.3,0.8349606601111933,0.9907722186538698,0.9475736287630702,0.11216695485885486,0.031231745502363406,0.062088824856620706,0.3,0.5,0.2,hard_paraphrase
32226,Should the federal government raise the requirements for the gymnasiale matura?,0.7874480607603388,0.9865818027185542,0.939329899251845,0.3,0.8987875714282585,0.9982880269533088,0.9786946053578136,0.1113395106679197,0.011706224234754536,0.03936470610596865,0.2,0.7,0.49999999999999994,negation_easy
32239,Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,0.828416542815163,0.9886533853545298,0.947850758611726,0.3,0.9390497488605316,0.9991720494078477,0.9861749300144204,0.11063320604536864,0.010518664053317806,0.038324171402694396,0.2,0.5,0.3,easy_paraphrase
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.3,0.8468328788081109,0.9913979467505872,0.9506677162647064,0.10998196563161766,0.02908609717485644,0.05861303424688358,0.3,0.4,0.10000000000000003,hard_paraphrase
32249,Should the construction of new nuclear power plants in Switzerland be allowed again?,0.7447301497509806,0.9670009175740136,0.9083542018229962,0.3,0.8543942701510446,0.992909536547355,0.9590181302162984,0.10966412040006401,0.025908618973341402,0.05066392839330225,0.3,0.5,0.2,negation_hard
32247,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",0.821973996042133,0.9853687902419374,0.9392930456287866,0.4,0.9276476840982056,0.9986139124022064,0.9816416392776708,0.10567368805607269,0.013245122160269074,0.042348593648884214,0.2,0.6,0.39999999999999997,easy_paraphrase
32234,"Should a third official gender be introduced alongside ""female"" and ""male""?",0.7249628607939337,0.9518900968522994,0.8723196289129169,0.4,0.8304093939071322,0.988574798409298,0.9410085884493734,0.10544653311319852,0.036684701556998545,0.06868895953645648,0.3,0.6,0.3,easy_paraphrase
32241,"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",0.8212117753563757,0.981569252318822,0.9338441601988142,0.4,0.9260854086466144,0.9978553754171406,0.9786160997091756,0.10487363329023869,0.016286123098318672,0.0447719395103614,0.2,0.5,0.3,easy_paraphrase
32231,Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,0.7445826224751692,0.9581421836851184,0.8847713589165461,0.3,0.8489555722140995,0.9909238698331276,0.9486060688512176,0.1043729497389303,0.03278168614800925,0.06383470993467144,0.3,0.5,0.2,negation_easy
32262,Are you in favour of lowering the voting age to 16?,0.8013045449224089,0.9780252158193616,0.9280171983750974,0.4,0.9037917701373102,0.9973367878024976,0.9753198864680934,0.10248722521490128,0.019311571983135933,0.04730268809299598,0.3,0.6,0.3,easy_paraphrase
32242,Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,0.7915797671729558,0.981621211037768,0.929846163478402,0.4,0.8928697567920573,0.9976518832961914,0.9748286130883488,0.10128998961910152,0.016030672258423362,0.044982449609946795,0.2,0.6,0.39999999999999997,easy_paraphrase
32220,Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,0.7594947130162215,0.9820245069476978,0.9280236019940352,0.3,0.8601690524034729,0.9966786788113416,0.9695724837049416,0.10067433938725134,0.014654171863643817,0.04154888171090643,0.3,0.6,0.3,negation_easy
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,0.802558962421729,0.9865787616070718,0.9374035317150644,0.4,0.902617869535536,0.9983529597034292,0.9778739647890212,0.10005890711380705,0.01177419809635738,0.04047043307395681,0.2,0.6,0.39999999999999997,easy_paraphrase
32224,Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,0.8112392700492043,0.9877761547293564,0.9427409881300914,0.4,0.9112025410185676,0.998461736475463,0.979962168803412,0.0999632709693633,0.010685581746106565,0.037221180673320586,0.2,0.7,0.49999999999999994,easy_paraphrase
32265,Should the Swiss Armed Forces expand their cooperation with NATO?,0.8145786079271377,0.98314518273728,0.931947722904268,0.3,0.9144682162864872,0.998165807455976,0.9780448561613598,0.09988960835934957,0.01502062471869603,0.04609713325709186,0.2,0.5,0.3,easy_paraphrase
32265,Should the Swiss Armed Forces expand their cooperation with NATO?,0.8145786079271377,0.98314518273728,0.931947722904268,0.3,0.9140420495548076,0.9981855755154068,0.9780061813747096,0.09946344162766996,0.015040392778126743,0.046058458470441654,0.2,0.7,0.49999999999999994,negation_easy
32243,"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",0.7974559822274476,0.9847330405028832,0.9353078241944188,0.4,0.8954750162561829,0.9977581138199784,0.9745299990827266,0.09801903402873524,0.013025073317095126,0.039222174888307815,0.2,0.7,0.49999999999999994,negation_easy
32220,Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,0.7594947130162215,0.9820245069476978,0.9280236019940352,0.4,0.8567545782992703,0.996647898032624,0.9690267490647526,0.09725986528304875,0.014623391084926163,0.041003147070717394,0.3,0.6,0.3,hard_paraphrase
32234,"Should a third official gender be introduced alongside ""female"" and ""male""?",0.7249628607939337,0.9518900968522994,0.8723196289129169,0.4,0.820791067877225,0.9867199267913368,0.9360840510827888,0.09582820708329132,0.03482982993903738,0.06376442216987188,0.3,0.5,0.2,hard_paraphrase
32249,Should the construction of new nuclear power plants in Switzerland be allowed again?,0.7447301497509806,0.9670009175740136,0.9083542018229962,0.3,0.8399323934788039,0.9909610470851564,0.9535025781987764,0.09520224372782327,0.02396012951114279,0.045148376375780175,0.3,0.5,0.2,hard_paraphrase
32219,Should the federal government provide more financial support for public housing construction? [BePart question],0.7703585603542747,0.9710336741249124,0.902553929399979,0.3,0.8645349491569926,0.9929521720114444,0.9537529502952308,0.09417638880271784,0.021918497886531996,0.051199020895251746,0.2,0.7,0.49999999999999994,negation_easy
32231,Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,0.7445826224751692,0.9581421836851184,0.8847713589165461,0.3,0.8380678281743683,0.989034692065428,0.9432976276034026,0.09348520569919916,0.030892508380309658,0.05852626868685651,0.2,0.7,0.49999999999999994,easy_paraphrase
32222,"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",0.6928260418476765,0.9668737496584798,0.8888198841898008,0.4,0.7857656536685951,0.9887177413528624,0.93761169072268,0.09293961182091859,0.02184399169438256,0.04879180653287918,0.3,0.7,0.39999999999999997,perfect_mix
32270,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.6949376569861939,0.9645970897986824,0.8840342678470688,0.3,0.7867149382966293,0.987892537668324,0.9349921418293295,0.09177728131043539,0.02329544786964155,0.050957873982260704,0.2,0.5,0.3,hard_paraphrase
32232,Should cannabis use be legalized? [BePart question],0.7054893193805644,0.961936094317088,0.886232409125298,0.4,0.7971760291185039,0.9880201064396528,0.9386679344710218,0.09168670973793958,0.026084012122564726,0.05243552534572382,0.3,0.5,0.2,perfect_mix
32223,Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,0.7439038341645426,0.9706306284053275,0.9068317012538694,0.3,0.8351004751142559,0.9906759193862634,0.9493314602857776,0.09119664094971325,0.02004529098093588,0.04249975903190828,0.2,0.7,0.49999999999999994,perfect_mix
32217,"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",0.8042929565127094,0.97816069110131,0.9240619581969668,0.3,0.8954732413716714,0.9971155664765932,0.9727965177599132,0.09118028485896201,0.018954875375283176,0.04873455956294637,0.2,0.6,0.39999999999999997,easy_paraphrase
32243,"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",0.7974559822274476,0.9847330405028832,0.9353078241944188,0.4,0.8884074786478873,0.9972316872562343,0.9723721061280494,0.09095149642043965,0.012498646753351106,0.03706428193363054,0.3,0.8,0.5,easy_paraphrase
32230,Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,0.7566586563233169,0.9727224274062672,0.91635822533988,0.4,0.8471215295458531,0.9922016726392664,0.9564238256294748,0.09046287322253621,0.019479245232999154,0.04006560028959483,0.3,0.7,0.39999999999999997,negation_easy
32266,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.80788525249633,0.981706537014115,0.9287333080750844,0.3,0.8983086478397307,0.9974702822384592,0.9739462244262108,0.09042339534340071,0.015763745224344206,0.04521291635112645,0.2,0.5,0.3,negation_easy
32260,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.8015918409295785,0.9793281489352164,0.9295311546433856,0.4,0.8915771153521054,0.995578870422552,0.9686553844617248,0.0899852744225269,0.01625072148733564,0.039124229818339185,0.3,0.7,0.39999999999999997,negation_easy
32238,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],0.7227937052523384,0.9595404731515064,0.8854848039064495,0.3,0.812636469438774,0.9870796675370886,0.93743933691867,0.08984276418643555,0.027539194385582277,0.05195453301222053,0.3,0.6,0.3,perfect_mix
32244,Are you in favor of stricter controls on equal pay for women and men?,0.7787336182889216,0.9731097198895058,0.913071721461427,0.4,0.868315526990028,0.992572830113158,0.9560311846471536,0.08958190870110638,0.019463110223652214,0.04295946318572663,0.3,0.7,0.39999999999999997,easy_paraphrase
32219,Should the federal government provide more financial support for public housing construction? [BePart question],0.7703585603542747,0.9710336741249124,0.902553929399979,0.4,0.8596544197777732,0.992481836210984,0.9520286728244028,0.08929585942349849,0.021448162086071587,0.04947474342442382,0.2,0.7,0.49999999999999994,easy_paraphrase
32267,Should automatic facial recognition be banned in public spaces?,0.6850831207868583,0.969651720442246,0.8988947048719002,0.4,0.774206352150431,0.9891193566370236,0.9415806928811798,0.0891232313635727,0.019467636194777538,0.042685988009279696,0.3,0.7,0.39999999999999997,perfect_mix
32222,"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",0.6928260418476765,0.9668737496584798,0.8888198841898008,0.4,0.781920878958403,0.9881905937863944,0.93604217530362,0.08909483711072652,0.02131684412791457,0.04722229111381915,0.3,0.7,0.39999999999999997,easy_paraphrase
32263,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.7784734242414948,0.9823007786301544,0.9289041137584216,0.3,0.8674896373562512,0.9967408055180204,0.9699577358263564,0.08901621311475638,0.014440026887865942,0.041053622067934725,0.2,0.6,0.39999999999999997,easy_paraphrase
32239,Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,0.828416542815163,0.9886533853545298,0.947850758611726,0.3,0.9174185698025368,0.998326976431584,0.9801860571890786,0.0890020269873738,0.009673591077054122,0.03233529857735262,0.2,0.5,0.3,negation_easy
32258,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.8470798191616953,0.9892808932753954,0.9503886354481458,0.3,0.9355064471673232,0.9989685676344062,0.9849244365621892,0.08842662800562795,0.009687674359010856,0.03453580111404342,0.2,0.7,0.49999999999999994,easy_paraphrase
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,0.7368509131764932,0.9623118495757308,0.8920546820178228,0.3,0.8247585865830721,0.9878452022179528,0.9407957577572932,0.0879076734065789,0.025533352642222007,0.048741075739470396,0.3,0.5,0.2,negation_hard
32236,Do you support tax cuts at the federal level over the next four years?,0.7112477442313128,0.9668229216007576,0.8989579323713273,0.4,0.7969508611187722,0.98764546439334,0.9403790310854058,0.08570311688745946,0.020822542792582444,0.04142109871407851,0.3,0.7,0.39999999999999997,negation_easy
32242,Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,0.7915797671729558,0.981621211037768,0.929846163478402,0.4,0.877196096995752,0.996720186602024,0.9702712902176588,0.08561632982279621,0.01509897556425599,0.0404251267392568,0.2,0.6,0.39999999999999997,negation_easy
32221,Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,0.7845968986419858,0.9805969650702546,0.9237556102143546,0.4,0.8691529838196883,0.9959177306545348,0.9655746599964324,0.08455608517770252,0.015320765584280194,0.041819049782077844,0.3,0.7,0.39999999999999997,perfect_mix
32229,Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,0.8244852929323739,0.989539740918704,0.9489991771290665,0.3,0.9087757219978556,0.998125404404343,0.9787065856605186,0.08429042906548168,0.00858566348563905,0.02970740853145215,0.2,0.8,0.6000000000000001,negation_easy
32249,Should the construction of new nuclear power plants in Switzerland be allowed again?,0.7447301497509806,0.9670009175740136,0.9083542018229962,0.3,0.8289617505096751,0.9893151417500342,0.949200553089752,0.08423160075869451,0.02231422417602058,0.04084635126675584,0.3,0.5,0.2,perfect_mix
32248,Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,0.8125237827961385,0.9858973364599712,0.9369717733406164,0.3,0.8965911920082567,0.9976745661102864,0.974878402119695,0.0840674092121182,0.011777229650315135,0.03790662877907858,0.2,0.7,0.49999999999999994,easy_paraphrase
32224,Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,0.8112392700492043,0.9877761547293564,0.9427409881300914,0.4,0.8939972273341278,0.9976033120293548,0.9749181275951044,0.08275795728492352,0.00982715729999839,0.032177139465012994,0.2,0.8,0.6000000000000001,negation_easy
