question_id,question_text,category,group,mds_x,mds_y
32250,Should the state guarantee a comprehensive public service offering also in rural regions?,Energy & transport,maxi,-1.1211028582561913,-0.35090211826995155
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,Energy & transport,maxi,-1.032431103000733,0.3942079453770191
32252,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",Nature conservation,mini,0.6490799336659154,-0.583760732067505
32253,Should direct payments only be granted to farmers with proof of ecological performance?,Nature conservation,mini,0.5294174815426657,0.043588872433355574
32254,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,Nature conservation,maxi,-0.8578543622484972,-0.3904549717291646
32255,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],Nature conservation,maxi,0.13547285026782435,-0.635912405272655
32256,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],Nature conservation,mini,0.3541407495211501,-0.5158597063301003
32257,"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",Nature conservation,maxi,-0.5149763810681013,-0.8604604215477872
32258,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,"Democracy, Media & Digitalization",maxi,1.0606071171126734,0.38157594711040865
32259,Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,"Democracy, Media & Digitalization",maxi,0.6517453965745552,0.6686865487594004
32260,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?","Democracy, Media & Digitalization",mini,-0.895474404012533,0.4841420472943429
32261,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?","Democracy, Media & Digitalization",mini,-0.3011719694357147,0.918311969803662
32262,Are you in favour of lowering the voting age to 16?,"Democracy, Media & Digitalization",maxi,0.2617864316289221,0.20502216807162232
32263,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,"Democracy, Media & Digitalization",maxi,0.9346241900258907,0.7504273298543794
32264,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",Security & military,mini,-0.8231726806210409,0.09878852129993819
32265,Should the Swiss Armed Forces expand their cooperation with NATO?,Security & military,maxi,0.5911014923262731,1.012693584281166
32266,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",Security & military,corr_maxi,0.46822912029753644,1.0898051652580059
32267,Should automatic facial recognition be banned in public spaces?,Security & military,mini,0.9135438308957243,-0.6706830591842213
32268,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],Security & military,mini,0.22875294978581892,0.7216730998721385
32269,Are you in favor of closer relations with the European Union (EU)?,Foreign trade & foreign policy,maxi,0.08311739629689516,0.6816298294157241
32270,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,Foreign trade & foreign policy,mini,0.47750990737805515,-0.936932478678862
32271,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,Foreign trade & foreign policy,maxi,-0.19718120320964447,-0.5242576473942816
32272,Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,Foreign trade & foreign policy,mini,-0.05448334887640151,0.8419813969688582
32273,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],Foreign trade & foreign policy,mini,0.17880960859498274,0.9113157523022672
32274,"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",Values,maxi,1.0261294377617893,-0.34227973275962265
32275,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",Values,maxi,-0.5544703647388229,-0.4708498164555005
32276,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",Values,corr_maxi,-0.5029101589779059,-0.18651166080217554
32277,"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",Values,maxi,-0.08762894078685819,1.0240090725648536
32278,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",Values,maxi,0.8319442263510398,-0.838224125450739
32279,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",Values,maxi,-0.5407637314164624,0.5078582400510782
32280,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",Values,maxi,-0.21401609554822962,-0.05341084667360309
32281,"Should the federal government spend more or less in the area of ""Social services""?",Federal budget,corr_maxi,-0.28244633253585827,-0.24769354277450378
32282,"Should the federal government spend more or less in the area of ""Education and research""?",Federal budget,maxi,-0.8697284894210191,0.6913107486557655
32283,"Should the federal government spend more or less in the area of ""Agriculture""?",Federal budget,maxi,1.1094343092841688,0.2190910570908779
32284,"Should the federal government spend more or less in the area of ""Public transport""?",Federal budget,maxi,-1.00745081689366,0.19236285122765678
32285,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",Federal budget,corr_maxi,-0.3204855411885691,0.3299846592474706
32286,"Should the federal government spend more or less in the area of ""Public security""?",Federal budget,maxi,0.5689425159493369,0.405582633135426
32287,"Should the federal government spend more or less in the area of ""National defence""?",Federal budget,corr_maxi,0.26685056995262374,-0.10798115156441683
32288,"Should the federal government spend more or less in the area of ""Development assistance""?",Federal budget,maxi,-0.6335621470999531,-0.04091642633484567
