Qu1,Qu2,ID1,ID2,d_beh,Type,d_arc,rank_beh,rank_arc,rank_gap
"Do you support an increase in the retirement age (e.g., to 67)?",Should the federal government raise the requirements for the gymnasiale matura?,32214,32226,0.36469712951103744,Real-Symmetric,1.390304011634331,1764,1441,323
"Do you support an increase in the retirement age (e.g., to 67)?","Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",32214,32227,0.3793867507584988,Real-Symmetric,1.4302717780445549,2032,1761,271
"Do you support an increase in the retirement age (e.g., to 67)?","Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",32214,32228,0.4161717844727694,Real-Symmetric,1.4766177945294174,2524,2136,388
"Do you support an increase in the retirement age (e.g., to 67)?",Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,32214,32229,0.41674113792076256,Real-Symmetric,1.518294797381956,2531,2395,136
"Do you support an increase in the retirement age (e.g., to 67)?",Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,32214,32230,0.3892105722914119,Real-Symmetric,1.4456409433988213,2204,1885,319
"Do you support an increase in the retirement age (e.g., to 67)?",Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,32214,32231,0.4098562285059228,Real-Symmetric,1.4819675750599408,2450,2167,283
"Do you support an increase in the retirement age (e.g., to 67)?",Should cannabis use be legalized? [BePart question],32214,32232,0.41547782846935577,Real-Symmetric,1.5357508525637336,2518,2505,13
"Do you support an increase in the retirement age (e.g., to 67)?",Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,32214,32233,0.4274139844617092,Real-Symmetric,1.5567070118011617,2636,2657,21
"Do you support an increase in the retirement age (e.g., to 67)?","Should a third official gender be introduced alongside ""female"" and ""male""?",32214,32234,0.42740694607268465,Real-Symmetric,1.4727653868789523,2635,2097,538
"Do you support an increase in the retirement age (e.g., to 67)?",Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,32214,32235,0.44320847316949946,Real-Symmetric,1.5583215140767168,2732,2669,63
"Do you support an increase in the retirement age (e.g., to 67)?",Do you support tax cuts at the federal level over the next four years?,32214,32236,0.4203091147276667,Real-Symmetric,1.550300205397904,2580,2602,22
"Do you support an increase in the retirement age (e.g., to 67)?",Should married couples be taxed separately (individual taxation)? [BePart question],32214,32237,0.4450490783755432,Real-Symmetric,1.5326727654535783,2736,2491,245
"Do you support an increase in the retirement age (e.g., to 67)?",Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],32214,32238,0.39199631449631445,Real-Symmetric,1.43379349796533,2240,1794,446
"Do you support an increase in the retirement age (e.g., to 67)?",Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,32214,32239,0.3604432100683655,Real-Symmetric,1.3846324630400808,1702,1399,303
"Do you support an increase in the retirement age (e.g., to 67)?","Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",32214,32240,0.33891946870886686,Real-Symmetric,1.2726833940435753,1352,649,703
"Do you support an increase in the retirement age (e.g., to 67)?","Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",32214,32241,0.3648926985693143,Real-Symmetric,1.3566057923707273,1769,1181,588
"Do you support an increase in the retirement age (e.g., to 67)?",Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,32214,32242,0.3944247753921121,Real-Symmetric,1.4293165631983937,2270,1750,520
"Do you support an increase in the retirement age (e.g., to 67)?","Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",32214,32243,0.3588885137669742,Real-Symmetric,1.3612696649095528,1681,1225,456
"Do you support an increase in the retirement age (e.g., to 67)?",Are you in favor of stricter controls on equal pay for women and men?,32214,32244,0.3540738078121256,Real-Symmetric,1.3219879570723347,1597,936,661
"Do you support an increase in the retirement age (e.g., to 67)?",Should busy sections of highways be widened?,32214,32245,0.40586195188203333,Real-Symmetric,1.4853028888023125,2413,2182,231
"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,32214,32246,0.42855328106852497,Real-Symmetric,1.5439317493508455,2650,2559,91
"Do you support an increase in the retirement age (e.g., to 67)?","To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",32214,32247,0.4099136195600454,Real-Symmetric,1.505699914191966,2452,2321,131
"Do you support an increase in the retirement age (e.g., to 67)?",Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,32214,32248,0.39893440200930785,Real-Symmetric,1.4391810401484797,2336,1839,497
"Do you support an increase in the retirement age (e.g., to 67)?",Should the construction of new nuclear power plants in Switzerland be allowed again?,32214,32249,0.35840670401901575,Real-Symmetric,1.332785728964117,1670,1001,669
"Do you support an increase in the retirement age (e.g., to 67)?",Should the state guarantee a comprehensive public service offering also in rural regions?,32214,32250,0.36940187194689933,Real-Symmetric,1.4025623725209062,1839,1538,301
"Do you support an increase in the retirement age (e.g., to 67)?",Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,32214,32251,0.41342686499887316,Real-Symmetric,1.5528605324538762,2490,2630,140
"Do you support an increase in the retirement age (e.g., to 67)?","Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",32214,32252,0.37836309906205834,Real-Symmetric,1.454007345993217,2018,1952,66
"Do you support an increase in the retirement age (e.g., to 67)?",Should direct payments only be granted to farmers with proof of ecological performance?,32214,32253,0.39588647161790447,Real-Symmetric,1.5216785934706403,2297,2410,113
"Do you support an increase in the retirement age (e.g., to 67)?",Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,32214,32254,0.38713636696709897,Real-Symmetric,1.4253318938009916,2170,1719,451
"Do you support an increase in the retirement age (e.g., to 67)?",Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],32214,32255,0.3713168801808591,Real-Symmetric,1.3977061337728023,1875,1500,375
"Do you support an increase in the retirement age (e.g., to 67)?",Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],32214,32256,0.38444758731452405,Real-Symmetric,1.4518030494882708,2125,1929,196
"Do you support an increase in the retirement age (e.g., to 67)?","Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",32214,32257,0.3870318163511881,Real-Symmetric,1.3956191000845481,2169,1488,681
"Do you support an increase in the retirement age (e.g., to 67)?",Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,32214,32258,0.41851907763143,Real-Symmetric,1.4140763245556067,2554,1630,924
"Do you support an increase in the retirement age (e.g., to 67)?",Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,32214,32259,0.4181886168621585,Real-Symmetric,1.567198406168343,2550,2735,185
"Do you support an increase in the retirement age (e.g., to 67)?","Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",32214,32260,0.39396213063953345,Real-Symmetric,1.4817926014442035,2261,2164,97
"Do you support an increase in the retirement age (e.g., to 67)?","A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",32214,32261,0.445504873198635,Real-Symmetric,1.5653185966381231,2738,2719,19
"Do you support an increase in the retirement age (e.g., to 67)?",Are you in favour of lowering the voting age to 16?,32214,32262,0.43146389211136893,Real-Symmetric,1.479984947344287,2670,2155,515
"Do you support an increase in the retirement age (e.g., to 67)?",Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,32214,32263,0.39800604466773953,Real-Symmetric,1.4950409258372803,2323,2249,74
"Do you support an increase in the retirement age (e.g., to 67)?","Are you in favor of expanding the army's target number of soldiers to at least 120,000?",32214,32264,0.3734368396191234,Real-Symmetric,1.4069396835294934,1917,1581,336
"Do you support an increase in the retirement age (e.g., to 67)?",Should the Swiss Armed Forces expand their cooperation with NATO?,32214,32265,0.37863828330099303,Real-Symmetric,1.3824360773572033,2020,1384,636
"Do you support an increase in the retirement age (e.g., to 67)?","Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",32214,32266,0.4016634422062896,Real-Symmetric,1.414381512947736,2374,1632,742
"Do you support an increase in the retirement age (e.g., to 67)?",Should automatic facial recognition be banned in public spaces?,32214,32267,0.38783476688495744,Real-Symmetric,1.4627519532713522,2183,2020,163
"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],32214,32268,0.4373463326760632,Real-Symmetric,1.5271339223879423,2707,2452,255
"Do you support an increase in the retirement age (e.g., to 67)?",Are you in favor of closer relations with the European Union (EU)?,32214,32269,0.43247609201344017,Real-Symmetric,1.5331497601836588,2676,2494,182
"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,32214,32270,0.34667546807489197,Real-Symmetric,1.3257198609873,1470,954,516
"Do you support an increase in the retirement age (e.g., to 67)?",Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,32214,32271,0.367383773928897,Real-Symmetric,1.3368084279141257,1810,1030,780
"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,32214,32272,0.43265556416214823,Real-Symmetric,1.5551295588079812,2677,2644,33
"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],32214,32273,0.4403214517822327,Real-Symmetric,1.5092137343825471,2723,2344,379
"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",32214,32274,0.3993750695810294,Real-Symmetric,1.4713837287191196,2339,2084,255
"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",32214,32275,0.3317294371475075,Real-Symmetric,1.2551718073535392,1211,551,660
"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",32214,32276,0.3587282333680607,Real-Symmetric,1.3662307190589253,1677,1262,415
"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",32214,32277,0.4375093798278526,Real-Symmetric,1.5124902791956825,2708,2364,344
"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",32214,32278,0.3861601411464395,Real-Symmetric,1.36499085014891,2151,1252,899
"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",32214,32279,0.4011729800335883,Real-Symmetric,1.5353989042031022,2365,2503,138
"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",32214,32280,0.382202714071473,Real-Symmetric,1.4288888966629423,2079,1747,332
"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""Social services""?",32214,32281,0.32310443490701,Real-Symmetric,1.2695155676899164,1057,625,432
"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""Education and research""?",32214,32282,0.38208505833646966,Real-Symmetric,1.4904201727401911,2075,2209,134
"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""Agriculture""?",32214,32283,0.3597186860887349,Real-Symmetric,1.3855936033731342,1687,1405,282
"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""Public transport""?",32214,32284,0.36866721691624416,Real-Symmetric,1.452381975804551,1830,1933,103
"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",32214,32285,0.3813218621854145,Real-Symmetric,1.4900408121611044,2058,2207,149
"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""Public security""?",32214,32286,0.3851830511479479,Real-Symmetric,1.5075424308493661,2135,2332,197
"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""National defence""?",32214,32287,0.3489214556232505,Real-Symmetric,1.3569035811820835,1517,1186,331
"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""Development assistance""?",32214,32288,0.355607797672721,Real-Symmetric,1.4015363922117856,1618,1528,90
Should the federal government allocate more funding for health insurance premium subsidies?,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",32215,32216,0.35499136110577845,Real-Symmetric,1.5101680279524623,1610,2349,739
Should the federal government allocate more funding for health insurance premium subsidies?,"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",32215,32217,0.2811698838787513,Real-Symmetric,1.2519092362188347,442,537,95
Should the federal government allocate more funding for health insurance premium subsidies?,Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],32215,32218,0.26348207200057716,Real-Symmetric,1.1351499184990421,291,128,163
Should the federal government allocate more funding for health insurance premium subsidies?,Should the federal government provide more financial support for public housing construction? [BePart question],32215,32219,0.21267176311205727,Real-Symmetric,1.0124285427032516,48,15,33
Should the federal government allocate more funding for health insurance premium subsidies?,Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,32215,32220,0.4113365198671872,Real-Symmetric,1.4785881125537839,2475,2151,324
Should the federal government allocate more funding for health insurance premium subsidies?,Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,32215,32221,0.352655771195097,Real-Symmetric,1.3804927056055885,1583,1369,214
Should the federal government allocate more funding for health insurance premium subsidies?,"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",32215,32222,0.2727930975734417,Real-Symmetric,1.2013182542728988,365,315,50
Should the federal government allocate more funding for health insurance premium subsidies?,Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,32215,32223,0.33674758815095623,Real-Symmetric,1.4589063163300655,1306,1988,682
Should the federal government allocate more funding for health insurance premium subsidies?,Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,32215,32224,0.3381632007590733,Real-Symmetric,1.4525276523670156,1340,1935,595
Should the federal government allocate more funding for health insurance premium subsidies?,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",32215,32225,0.3361108025034255,Real-Symmetric,1.2980039954094345,1298,789,509
Should the federal government allocate more funding for health insurance premium subsidies?,Should the federal government raise the requirements for the gymnasiale matura?,32215,32226,0.3474871329094762,Real-Symmetric,1.368768779869292,1494,1281,213
Should the federal government allocate more funding for health insurance premium subsidies?,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",32215,32227,0.2420269653200029,Real-Symmetric,1.1470019560871538,159,156,3
Should the federal government allocate more funding for health insurance premium subsidies?,"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",32215,32228,0.3462654845761477,Real-Symmetric,1.1967948331802365,1465,303,1162
Should the federal government allocate more funding for health insurance premium subsidies?,Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,32215,32229,0.32695398646880725,Real-Symmetric,1.3758463782414252,1117,1339,222
Should the federal government allocate more funding for health insurance premium subsidies?,Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,32215,32230,0.29974915339270036,Real-Symmetric,1.2314723862557164,678,432,246
Should the federal government allocate more funding for health insurance premium subsidies?,Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,32215,32231,0.29864965520555514,Real-Symmetric,1.2086112332371026,664,341,323
Should the federal government allocate more funding for health insurance premium subsidies?,Should cannabis use be legalized? [BePart question],32215,32232,0.3327200077728388,Real-Symmetric,1.4027432346466198,1228,1539,311
Should the federal government allocate more funding for health insurance premium subsidies?,Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,32215,32233,0.34498364433871087,Real-Symmetric,1.528555497811901,1450,2458,1008
Should the federal government allocate more funding for health insurance premium subsidies?,"Should a third official gender be introduced alongside ""female"" and ""male""?",32215,32234,0.35465216322517207,Real-Symmetric,1.2134493931231232,1604,364,1240
Should the federal government allocate more funding for health insurance premium subsidies?,Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,32215,32235,0.3179773650609402,Real-Symmetric,1.375358060555095,972,1336,364
Should the federal government allocate more funding for health insurance premium subsidies?,Do you support tax cuts at the federal level over the next four years?,32215,32236,0.36985573272589223,Real-Symmetric,1.4506579999206743,1847,1924,77
Should the federal government allocate more funding for health insurance premium subsidies?,Should married couples be taxed separately (individual taxation)? [BePart question],32215,32237,0.34980248306997747,Real-Symmetric,1.5378789522367187,1532,2525,993
Should the federal government allocate more funding for health insurance premium subsidies?,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],32215,32238,0.2987935888570582,Real-Symmetric,1.2249543155445648,666,414,252
Should the federal government allocate more funding for health insurance premium subsidies?,Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,32215,32239,0.3072316142100343,Real-Symmetric,1.2502312153557897,789,521,268
Should the federal government allocate more funding for health insurance premium subsidies?,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",32215,32240,0.25244980016372126,Real-Symmetric,1.113308965233195,211,97,114
Should the federal government allocate more funding for health insurance premium subsidies?,"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",32215,32241,0.27280215016473036,Real-Symmetric,1.2564246559540253,366,558,192
Should the federal government allocate more funding for health insurance premium subsidies?,Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,32215,32242,0.40538293969273104,Real-Symmetric,1.3877846419826916,2408,1420,988
Should the federal government allocate more funding for health insurance premium subsidies?,"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",32215,32243,0.36684117359044854,Real-Symmetric,1.3925650029440833,1798,1463,335
Should the federal government allocate more funding for health insurance premium subsidies?,Are you in favor of stricter controls on equal pay for women and men?,32215,32244,0.2536101735776278,Real-Symmetric,1.1331569573253912,221,125,96
Should the federal government allocate more funding for health insurance premium subsidies?,Should busy sections of highways be widened?,32215,32245,0.354559326171875,Real-Symmetric,1.3287604068009589,1602,974,628
Should the federal government allocate more funding for health insurance premium subsidies?,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,32215,32246,0.3335706635509469,Real-Symmetric,1.30212737681461,1242,811,431
Should the federal government allocate more funding for health insurance premium subsidies?,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",32215,32247,0.3312019990445743,Real-Symmetric,1.31266165813214,1199,875,324
Should the federal government allocate more funding for health insurance premium subsidies?,Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,32215,32248,0.37075650205914,Real-Symmetric,1.568661898549451,1859,2750,891
Should the federal government allocate more funding for health insurance premium subsidies?,Should the construction of new nuclear power plants in Switzerland be allowed again?,32215,32249,0.31348664145419053,Real-Symmetric,1.25130597069332,899,528,371
Should the federal government allocate more funding for health insurance premium subsidies?,Should the state guarantee a comprehensive public service offering also in rural regions?,32215,32250,0.27609818154606003,Real-Symmetric,1.2883317401836678,405,739,334
Should the federal government allocate more funding for health insurance premium subsidies?,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,32215,32251,0.33279924599434496,Real-Symmetric,1.382381650110753,1230,1383,153
Should the federal government allocate more funding for health insurance premium subsidies?,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",32215,32252,0.3140604807443784,Real-Symmetric,1.3844727708481335,911,1397,486
Should the federal government allocate more funding for health insurance premium subsidies?,Should direct payments only be granted to farmers with proof of ecological performance?,32215,32253,0.31097223966838333,Real-Symmetric,1.3828729903305519,852,1386,534
Should the federal government allocate more funding for health insurance premium subsidies?,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,32215,32254,0.2821913273750414,Real-Symmetric,1.293066954437291,450,762,312
Should the federal government allocate more funding for health insurance premium subsidies?,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],32215,32255,0.2703354258054757,Real-Symmetric,1.2464784189367517,352,494,142
Should the federal government allocate more funding for health insurance premium subsidies?,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],32215,32256,0.2878351335712219,Real-Symmetric,1.2990670837884368,536,795,259
Should the federal government allocate more funding for health insurance premium subsidies?,"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",32215,32257,0.2729536516337707,Real-Symmetric,1.2381515073688214,368,469,101
Should the federal government allocate more funding for health insurance premium subsidies?,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,32215,32258,0.3737299059751289,Real-Symmetric,1.524699542282281,1927,2432,505
Should the federal government allocate more funding for health insurance premium subsidies?,Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,32215,32259,0.31187796208530805,Real-Symmetric,1.4133231711025631,869,1625,756
Should the federal government allocate more funding for health insurance premium subsidies?,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",32215,32260,0.2873247907307853,Real-Symmetric,1.3281238245567646,527,972,445
Should the federal government allocate more funding for health insurance premium subsidies?,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",32215,32261,0.38702071451497416,Real-Symmetric,1.408818033566852,2168,1593,575
Should the federal government allocate more funding for health insurance premium subsidies?,Are you in favour of lowering the voting age to 16?,32215,32262,0.3858469945355191,Real-Symmetric,1.2461689051767315,2145,492,1653
Should the federal government allocate more funding for health insurance premium subsidies?,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,32215,32263,0.40625368847621673,Real-Symmetric,1.554556409750712,2416,2640,224
Should the federal government allocate more funding for health insurance premium subsidies?,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",32215,32264,0.3015,Real-Symmetric,1.2910790646611587,701,756,55
Should the federal government allocate more funding for health insurance premium subsidies?,Should the Swiss Armed Forces expand their cooperation with NATO?,32215,32265,0.40172802691440146,Real-Symmetric,1.5417338952766406,2375,2548,173
Should the federal government allocate more funding for health insurance premium subsidies?,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",32215,32266,0.418168997979952,Real-Symmetric,1.540005815799962,2549,2538,11
Should the federal government allocate more funding for health insurance premium subsidies?,Should automatic facial recognition be banned in public spaces?,32215,32267,0.33571569037142646,Real-Symmetric,1.4218417860171886,1291,1698,407
Should the federal government allocate more funding for health insurance premium subsidies?,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],32215,32268,0.3089854646894729,Real-Symmetric,1.3876949876318985,824,1418,594
Should the federal government allocate more funding for health insurance premium subsidies?,Are you in favor of closer relations with the European Union (EU)?,32215,32269,0.3064734460762498,Real-Symmetric,1.33436391256491,777,1012,235
Should the federal government allocate more funding for health insurance premium subsidies?,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,32215,32270,0.3656672387899592,Real-Symmetric,1.3606747936325578,1782,1218,564
Should the federal government allocate more funding for health insurance premium subsidies?,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,32215,32271,0.24875544492843807,Real-Symmetric,1.1378729642368441,193,133,60
Should the federal government allocate more funding for health insurance premium subsidies?,Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,32215,32272,0.3039261449094964,Real-Symmetric,1.3630596297107938,748,1241,493
Should the federal government allocate more funding for health insurance premium subsidies?,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],32215,32273,0.32889048085865824,Real-Symmetric,1.4423054849671326,1152,1863,711
Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",32215,32274,0.39986276849642005,Real-Symmetric,1.4506092799454524,2345,1921,424
Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",32215,32275,0.31300877893056667,Real-Symmetric,1.1456554685759497,889,151,738
Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",32215,32276,0.24845075686787518,Real-Symmetric,1.0747850169307402,190,51,139
Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",32215,32277,0.33632382854395504,Real-Symmetric,1.452275178112276,1301,1932,631
Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",32215,32278,0.3699042087796047,Real-Symmetric,1.4507272274257343,1849,1925,76
Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",32215,32279,0.28765338630486115,Real-Symmetric,1.2558659485972488,532,555,23
