ID1,ID2,Qu1,Qu2,ANSWER-CORRELATION,E5-INSTRUCT
32214,32227,"Do you support an increase in the retirement age (e.g., to 67)?","Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",0.13432839938483943,0.4706569031620375
32214,32228,"Do you support an increase in the retirement age (e.g., to 67)?","Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",0.0908573146553816,0.4361827638945362
32214,32229,"Do you support an increase in the retirement age (e.g., to 67)?",Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,0.057428702056735226,0.4433175626019573
32214,32230,"Do you support an increase in the retirement age (e.g., to 67)?",Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,0.12201584377944774,0.4759520075509938
32214,32231,"Do you support an increase in the retirement age (e.g., to 67)?",Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,0.08512887585860462,0.4788759704277304
32214,32232,"Do you support an increase in the retirement age (e.g., to 67)?",Should cannabis use be legalized? [BePart question],0.03418034390649116,0.4205340514122688
32214,32233,"Do you support an increase in the retirement age (e.g., to 67)?",Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,0.010614576050925195,0.4472833488317566
32214,32234,"Do you support an increase in the retirement age (e.g., to 67)?","Should a third official gender be introduced alongside ""female"" and ""male""?",0.0937988761114914,0.4626180755830896
32214,32235,"Do you support an increase in the retirement age (e.g., to 67)?",Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,0.01209056886392279,0.4681410330661156
32214,32236,"Do you support an increase in the retirement age (e.g., to 67)?",Do you support tax cuts at the federal level over the next four years?,0.030391795474343786,0.3900620027308816
32214,32237,"Do you support an increase in the retirement age (e.g., to 67)?",Should married couples be taxed separately (individual taxation)? [BePart question],0.03708372808971638,0.4202947336292177
32214,32238,"Do you support an increase in the retirement age (e.g., to 67)?",Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],0.12959568891053164,0.4116795906684284
32214,32239,"Do you support an increase in the retirement age (e.g., to 67)?",Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,0.17618105359684522,0.4669710097861674
32214,32240,"Do you support an increase in the retirement age (e.g., to 67)?","Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",0.28761080442453735,0.4039620750113621
32214,32241,"Do you support an increase in the retirement age (e.g., to 67)?","Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",0.20875389813990197,0.4408771415725492
32214,32242,"Do you support an increase in the retirement age (e.g., to 67)?",Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,0.12452041563695715,0.4773147149628389
32214,32243,"Do you support an increase in the retirement age (e.g., to 67)?","Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",0.19619135881551175,0.4809163807376921
32214,32244,"Do you support an increase in the retirement age (e.g., to 67)?",Are you in favor of stricter controls on equal pay for women and men?,0.24277666795994135,0.3914753622533656
32214,32245,"Do you support an increase in the retirement age (e.g., to 67)?",Should busy sections of highways be widened?,0.0797932726415258,0.4613378047331356
32214,32246,"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,0.020149784625954847,0.4783574056826246
32214,32247,"Do you support an increase in the retirement age (e.g., to 67)?","To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",0.05098717781260065,0.4895391511933927
32214,32248,"Do you support an increase in the retirement age (e.g., to 67)?",Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,0.12371690474053487,0.4798346576431689
32214,32249,"Do you support an increase in the retirement age (e.g., to 67)?",Should the construction of new nuclear power plants in Switzerland be allowed again?,0.2344864192164593,0.490766259528917
32214,32250,"Do you support an increase in the retirement age (e.g., to 67)?",Should the state guarantee a comprehensive public service offering also in rural regions?,0.159647156413097,0.4377269156407812
32214,32251,"Do you support an increase in the retirement age (e.g., to 67)?",Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,0.016785742512290036,0.4712081036549279
32214,32252,"Do you support an increase in the retirement age (e.g., to 67)?","Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.11329977133121982,0.4829204006670583
32214,32253,"Do you support an increase in the retirement age (e.g., to 67)?",Should direct payments only be granted to farmers with proof of ecological performance?,0.04320337138108998,0.4640683671471227
32214,32254,"Do you support an increase in the retirement age (e.g., to 67)?",Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.13952887369945344,0.4890679697334155
32214,32255,"Do you support an increase in the retirement age (e.g., to 67)?",Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.1681887492144527,0.4886559841338003
32214,32256,"Do you support an increase in the retirement age (e.g., to 67)?",Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.11279717842528125,0.4764739407661746
32214,32257,"Do you support an increase in the retirement age (e.g., to 67)?","Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",0.16968282645960597,0.4890240931436065
32214,32258,"Do you support an increase in the retirement age (e.g., to 67)?",Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.15296118411156368,0.50258006563528
32214,32259,"Do you support an increase in the retirement age (e.g., to 67)?",Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,0.006043232094248618,0.4844081005968925
32214,32260,"Do you support an increase in the retirement age (e.g., to 67)?","Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.08318510547819358,0.5051205221202811
32214,32261,"Do you support an increase in the retirement age (e.g., to 67)?","A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.011714145643179963,0.4620003811145218
32214,32262,"Do you support an increase in the retirement age (e.g., to 67)?",Are you in favour of lowering the voting age to 16?,0.08464450599328543,0.3412729662199076
32214,32263,"Do you support an increase in the retirement age (e.g., to 67)?",Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.08992724787355255,0.4059758361616109
32214,32264,"Do you support an increase in the retirement age (e.g., to 67)?","Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.15973623887679855,0.3792369225497272
32214,32265,"Do you support an increase in the retirement age (e.g., to 67)?",Should the Swiss Armed Forces expand their cooperation with NATO?,0.1798998111718758,0.4878545498853854
32214,32266,"Do you support an increase in the retirement age (e.g., to 67)?","Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.1548859493410628,0.5149348871493754
32214,32267,"Do you support an increase in the retirement age (e.g., to 67)?",Should automatic facial recognition be banned in public spaces?,0.10565650603741994,0.4592289699002604
32214,32268,"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.0459648280433228,0.4978563131148392
32214,32269,"Do you support an increase in the retirement age (e.g., to 67)?",Are you in favor of closer relations with the European Union (EU)?,0.04134250439287557,0.4543108714105077
32214,32270,"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.23448780318586981,0.4795581904276963
32214,32271,"Do you support an increase in the retirement age (e.g., to 67)?",Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.22873080194416762,0.4865474589331564
32214,32272,"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.017125158197003998,0.4977286724769225
32214,32273,"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.06527005933543994,0.4932394744322311
32214,32274,"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.09290151702158678,0.4717954252738428
32214,32275,"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.29920813948009906,0.3926283770989521
32214,32276,"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.19348387605963113,0.4155617687341111
32214,32277,"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.0644141174527848,0.3919679064944982
32214,32278,"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.20032116983853088,0.4321582848858686
32214,32279,"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.028316480094185192,0.479859749251827
32214,32280,"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.13217325800737878,0.4392268297557595
32214,32281,"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""Social services""?",0.286932793934346,0.367319448584818
32214,32282,"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""Education and research""?",0.07483366423252136,0.4357627709903368
32214,32283,"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""Agriculture""?",0.17871157322268238,0.4564758577846526
32214,32284,"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""Public transport""?",0.10645787174364951,0.4416261648405138
32214,32285,"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.07277459811173603,0.4696505479115568
32214,32286,"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""Public security""?",0.05795151156511558,0.448980649790287
32214,32287,"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""National defence""?",0.2058063209083093,0.4542707230706953
32214,32288,"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""Development assistance""?",0.15962550942931308,0.4240348065862698
32215,32216,Should the federal government allocate more funding for health insurance premium subsidies?,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",0.05494462985117077,0.365461961961247
32215,32217,Should the federal government allocate more funding for health insurance premium subsidies?,"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",0.3107621008398882,0.4195493953481806
32215,32218,Should the federal government allocate more funding for health insurance premium subsidies?,Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],0.40923670399184886,0.3919843291828784
32215,32219,Should the federal government allocate more funding for health insurance premium subsidies?,Should the federal government provide more financial support for public housing construction? [BePart question],0.5230902377421929,0.3876753256616044
32215,32220,Should the federal government allocate more funding for health insurance premium subsidies?,Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,0.08320615956331456,0.4125119814433146
32215,32221,Should the federal government allocate more funding for health insurance premium subsidies?,Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,0.17784419275988672,0.381678243791885
32215,32222,Should the federal government allocate more funding for health insurance premium subsidies?,"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",0.35497928982844695,0.1799573116545819
32215,32223,Should the federal government allocate more funding for health insurance premium subsidies?,Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,0.09675551411760275,0.4169738908456651
32215,32224,Should the federal government allocate more funding for health insurance premium subsidies?,Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,0.10072175074304746,0.2878450065090878
32215,32225,Should the federal government allocate more funding for health insurance premium subsidies?,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",0.2582441128879567,0.4523950155720561
32215,32226,Should the federal government allocate more funding for health insurance premium subsidies?,Should the federal government raise the requirements for the gymnasiale matura?,0.18759131001782503,0.440606126313425
32215,32227,Should the federal government allocate more funding for health insurance premium subsidies?,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",0.4050192011395829,0.4380412160127906
32215,32228,Should the federal government allocate more funding for health insurance premium subsidies?,"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",0.3600377815916638,0.4352043412924664
32215,32229,Should the federal government allocate more funding for health insurance premium subsidies?,Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,0.1895459404044898,0.449094539553247
32215,32230,Should the federal government allocate more funding for health insurance premium subsidies?,Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,0.32371259065325475,0.4558395106834444
32215,32231,Should the federal government allocate more funding for health insurance premium subsidies?,Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,0.347498439229897,0.4755390621951701
32215,32232,Should the federal government allocate more funding for health insurance premium subsidies?,Should cannabis use be legalized? [BePart question],0.16633934292883612,0.4240088011799854
32215,32233,Should the federal government allocate more funding for health insurance premium subsidies?,Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,0.04147520478858002,0.4259499032110128
32215,32234,Should the federal government allocate more funding for health insurance premium subsidies?,"Should a third official gender be introduced alongside ""female"" and ""male""?",0.34433827973181996,0.4658392496478277
32215,32235,Should the federal government allocate more funding for health insurance premium subsidies?,Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,0.191056885273858,0.4626410088932251
32215,32236,Should the federal government allocate more funding for health insurance premium subsidies?,Do you support tax cuts at the federal level over the next four years?,0.10263446858547443,0.3457203661396312
32215,32237,Should the federal government allocate more funding for health insurance premium subsidies?,Should married couples be taxed separately (individual taxation)? [BePart question],0.03467672080120998,0.4219850467274404
32215,32238,Should the federal government allocate more funding for health insurance premium subsidies?,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],0.3284159378049025,0.4045624528728984
32215,32239,Should the federal government allocate more funding for health insurance premium subsidies?,Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,0.2976278675388859,0.4170580773927272
32215,32240,Should the federal government allocate more funding for health insurance premium subsidies?,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",0.4361914692753881,0.4237254497426884
32215,32241,Should the federal government allocate more funding for health insurance premium subsidies?,"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",0.29775557665211316,0.4424825054956158
32215,32242,Should the federal government allocate more funding for health insurance premium subsidies?,Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,0.16609709331737732,0.4508242898951842
32215,32243,Should the federal government allocate more funding for health insurance premium subsidies?,"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",0.1626892430559599,0.4525604677632777
32215,32244,Should the federal government allocate more funding for health insurance premium subsidies?,Are you in favor of stricter controls on equal pay for women and men?,0.41461393311572414,0.4231801507300688
32215,32245,Should the federal government allocate more funding for health insurance premium subsidies?,Should busy sections of highways be widened?,0.22793873209291116,0.4488195884961833
32215,32246,Should the federal government allocate more funding for health insurance premium subsidies?,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,0.2543554175257423,0.4552001789447989
32215,32247,Should the federal government allocate more funding for health insurance premium subsidies?,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",0.23776362038672927,0.4584520215189928
32215,32248,Should the federal government allocate more funding for health insurance premium subsidies?,Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,0.006330037309555614,0.4645092185166125
32215,32249,Should the federal government allocate more funding for health insurance premium subsidies?,Should the construction of new nuclear power plants in Switzerland be allowed again?,0.3029652624146473,0.477245404340739
32215,32250,Should the federal government allocate more funding for health insurance premium subsidies?,Should the state guarantee a comprehensive public service offering also in rural regions?,0.2692049593166119,0.3801383210958721
32215,32251,Should the federal government allocate more funding for health insurance premium subsidies?,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,0.17671000175982332,0.4345556363831514
32215,32252,Should the federal government allocate more funding for health insurance premium subsidies?,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.1765834996472443,0.4647424411169238
32215,32253,Should the federal government allocate more funding for health insurance premium subsidies?,Should direct payments only be granted to farmers with proof of ecological performance?,0.1733106672474546,0.4235395864475326
32215,32254,Should the federal government allocate more funding for health insurance premium subsidies?,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.2562055079571627,0.4941728302483865
32215,32255,Should the federal government allocate more funding for health insurance premium subsidies?,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.2986388429034659,0.4827780702036703
32215,32256,Should the federal government allocate more funding for health insurance premium subsidies?,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.2555833488407142,0.4746727920674554
32215,32257,Should the federal government allocate more funding for health insurance premium subsidies?,"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",0.3063697944683377,0.4939490387920437
32215,32258,Should the federal government allocate more funding for health insurance premium subsidies?,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.04659383183886401,0.4685164823614904
32215,32259,Should the federal government allocate more funding for health insurance premium subsidies?,Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,0.13579186262660314,0.4124106801748888
32215,32260,Should the federal government allocate more funding for health insurance premium subsidies?,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.22486759017333513,0.4914136585835484
32215,32261,Should the federal government allocate more funding for health insurance premium subsidies?,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.14814201021758,0.4067753549374156
32215,32262,Should the federal government allocate more funding for health insurance premium subsidies?,Are you in favour of lowering the voting age to 16?,0.30771784848021544,0.4414517539546548
32215,32263,Should the federal government allocate more funding for health insurance premium subsidies?,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.033808645354001965,0.3330922844658866
32215,32264,Should the federal government allocate more funding for health insurance premium subsidies?,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.2675064912265759,0.4163553346349186
32215,32265,Should the federal government allocate more funding for health insurance premium subsidies?,Should the Swiss Armed Forces expand their cooperation with NATO?,0.03508087766404777,0.4906039725493104
32215,32266,Should the federal government allocate more funding for health insurance premium subsidies?,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.041897435020432416,0.4793641333113042
32215,32267,Should the federal government allocate more funding for health insurance premium subsidies?,Should automatic facial recognition be banned in public spaces?,0.1467781708644289,0.4620855226914893
32215,32268,Should the federal government allocate more funding for health insurance premium subsidies?,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.17020715889370908,0.4767619481702409
32215,32269,Should the federal government allocate more funding for health insurance premium subsidies?,Are you in favor of closer relations with the European Union (EU)?,0.22074664180104508,0.48476492661173
32215,32270,Should the federal government allocate more funding for health insurance premium subsidies?,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.19805088808362892,0.4358710891290003
32215,32271,Should the federal government allocate more funding for health insurance premium subsidies?,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.40342443621549573,0.4612513621240368
32215,32272,Should the federal government allocate more funding for health insurance premium subsidies?,Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.19485849377020414,0.4668921209870332
32215,32273,Should the federal government allocate more funding for health insurance premium subsidies?,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.11506631026354808,0.473906070496638
32215,32274,Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.12014130596410899,0.4674028748583413
32215,32275,Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.3991084839219784,0.3869658942361741
32215,32276,Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.46176370150758783,0.4161454119180862
32215,32277,Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.10869005750925509,0.4233360422353104
32215,32278,Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.1161490272844099,0.4399619992058851
32215,32279,Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.2976357667833357,0.5021102006405977
32215,32280,Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.3299893096422417,0.4361306969010068
32215,32281,Should the federal government allocate more funding for health insurance premium subsidies?,"Should the federal government spend more or less in the area of ""Social services""?",0.5883191104768404,0.3121656536595706
32215,32282,Should the federal government allocate more funding for health insurance premium subsidies?,"Should the federal government spend more or less in the area of ""Education and research""?",0.2485510386044899,0.3943877006214687
32215,32283,Should the federal government allocate more funding for health insurance premium subsidies?,"Should the federal government spend more or less in the area of ""Agriculture""?",0.15347178943923068,0.4057273437041176
32215,32284,Should the federal government allocate more funding for health insurance premium subsidies?,"Should the federal government spend more or less in the area of ""Public transport""?",0.28697120309480395,0.390029453241357
32215,32285,Should the federal government allocate more funding for health insurance premium subsidies?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.2708794139248376,0.4165383936209128
32215,32286,Should the federal government allocate more funding for health insurance premium subsidies?,"Should the federal government spend more or less in the area of ""Public security""?",0.17735037332779968,0.4076298973540311
32215,32287,Should the federal government allocate more funding for health insurance premium subsidies?,"Should the federal government spend more or less in the area of ""National defence""?",0.3293409836773805,0.4011565535163013
32215,32288,Should the federal government allocate more funding for health insurance premium subsidies?,"Should the federal government spend more or less in the area of ""Development assistance""?",0.40330784078187454,0.3660701226666381
32216,32217,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",0.07315461281889235,0.2320836274597751
32216,32218,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],0.11951866034720526,0.3852961411913324
32216,32219,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should the federal government provide more financial support for public housing construction? [BePart question],0.030055708089814392,0.4277009297711994
32216,32220,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,0.009932138477525165,0.4353074583266881
32216,32221,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,0.026819098830827226,0.4400167284299743
32216,32222,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",0.03591476261495119,0.3614460520714598
32216,32223,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,0.0028879198994320454,0.4227909458753635
32216,32224,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,0.006934524642907447,0.4224507676733326
32216,32225,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",0.0050358218137716015,0.4238004191963171
32216,32226,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should the federal government raise the requirements for the gymnasiale matura?,0.018774406732850024,0.4165564232259225
32216,32227,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",0.04452192395281418,0.4611915276327366
32216,32228,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",0.016939376382253957,0.4074384472001089
32216,32229,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,0.0034289362311972216,0.3670561535255926
32216,32230,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,0.012019216135107147,0.4584145762947121
